#velocity	error_velocity	radius
58.882186116    21.441790175    8.746
58.878691557    21.440517641    8.747
58.875180727    21.439239182    8.748
58.871692824    21.437969071    8.749
58.868198268    21.436696538    8.75
58.864713574    21.435427596    8.751
58.861222347    21.434156275    8.752
58.857737655    21.432887334    8.753
58.854252964    21.431618393    8.754
58.85076174    21.430347073    8.755
58.847280378    21.429079344    8.756
58.843798896    21.427811572    8.757
58.840311003    21.426541465    8.758
58.836809924    21.425266557    8.759
58.833331773    21.423999997    8.76
58.829850416    21.42273227    8.761
58.826352667    21.421458575    8.762
58.822871312    21.420190848    8.763
58.819393164    21.41892429    8.764
58.815915018    21.417657733    8.765
58.812433666    21.416390008    8.766
58.808955522    21.415123451    8.767
58.805477379    21.413856895    8.768
58.801999237    21.412590338    8.769
58.798524423    21.411324994    8.77
58.795046283    21.410058439    8.771
58.791555078    21.408787126    8.772
58.788083593    21.407522994    8.773
58.78461199    21.406258819    8.774
58.781117582    21.40498634    8.775
58.777642774    21.403720998    8.776
58.774177826    21.402459246    8.777
58.770706227    21.401195073    8.778
58.767234749    21.399930943    8.779
58.763766358    21.398667938    8.78
58.760298089    21.397404977    8.781
58.75682982    21.396142016    8.782
58.753358346    21.394877888    8.783
58.74988022    21.393611338    8.784
58.746412074    21.392348422    8.785
58.742927418    21.391079494    8.786
58.739459154    21.389816535    8.787
58.735997425    21.388555956    8.788
58.732539024    21.387296588    8.789
58.7291785    21.386072862    8.79
58.725746233    21.384823011    8.791
58.722323706    21.383576708    8.792
58.718894648    21.382328025    8.793
58.715452525    21.381074585    8.794
58.712013728    21.379822357    8.795
58.708571607    21.378568918    8.796
58.705129487    21.377315479    8.797
58.701671095    21.376056114    8.798
58.698251902    21.374811025    8.799
58.694796719    21.373552829    8.8
58.691377528    21.37230774    8.801
58.68791914    21.371048377    8.802
58.68448356    21.36979732    8.803
58.681031707    21.368540337    8.804
58.677573322    21.367280975    8.805
58.674134537    21.366028751    8.806
58.67068922    21.364774148    8.807
58.667230838    21.363514787    8.808
58.663811656    21.362269701    8.809
58.66036955    21.361016268    8.81
58.65692103    21.359760498    8.811
58.653505058    21.358516581    8.812
58.650040267    21.357254887    8.813
58.646575359    21.35599315    8.814
58.643146324    21.354744476    8.815
58.639720616    21.353497014    8.816
58.636272102    21.352241247    8.817
58.632843189    21.350992617    8.818
58.629420691    21.349746324    8.819
58.625955789    21.348484589    8.82
58.622513813    21.347231202    8.821
58.619071838    21.345977816    8.822
58.615649344    21.344731525    8.823
58.612207371    21.343478139    8.824
58.608765399    21.342224754    8.825
58.605343027    21.340978507    8.826
58.601910797    21.33972867    8.827
58.598455762    21.338470528    8.828
58.59501712    21.337218355    8.829
58.591597959    21.335973277    8.83
58.588175593    21.334727032    8.831
58.584746694    21.333478407    8.832
58.581291664    21.332220267    8.833
58.577836635    21.330962128    8.834
58.574424013    21.329719431    8.835
58.571004977    21.328474398    8.836
58.567572875    21.327224607    8.837
58.564121058    21.325967637    8.838
58.560675892    21.32471309    8.839
58.557263276    21.323470394    8.84
58.553853986    21.32222891    8.841
58.550408823    21.320974364    8.842
58.546957129    21.319717439    8.843
58.543531568    21.31847003    8.844
58.540099357    21.317220199    8.845
58.536677123    21.315974002    8.846
58.533231966    21.314719457    8.847
58.529770418    21.313458944    8.848
58.52632847    21.312205568    8.849
58.522857183    21.310941508    8.85
58.519425096    21.309691723    8.851
58.515986477    21.308439559    8.852
58.512560925    21.307192153    8.853
58.509135256    21.305944705    8.854
58.505716357    21.304699722    8.855
58.502297224    21.303454654    8.856
58.498878209    21.302209629    8.857
58.495459195    21.300964604    8.858
58.492033649    21.299717201    8.859
58.488617962    21.298473388    8.86
58.485195744    21.297227196    8.861
58.481779942    21.295983341    8.862
58.478364141    21.294739486    8.863
58.474951666    21.293496842    8.864
58.471532659    21.29225182    8.865
58.468116979    21.291008009    8.866
58.464704507    21.289765367    8.867
58.461272437    21.288515588    8.868
58.457859967    21.287272946    8.869
58.45444429    21.286029137    8.87
58.451031823    21.284786496    8.871
58.447619356    21.283543855    8.872
58.444190616    21.282295289    8.873
58.440778152    21.281052649    8.874
58.437369013    21.27981122    8.875
58.433959875    21.278569792    8.876
58.430553947    21.277329532    8.877
58.427144811    21.276088104    8.878
58.423729143    21.274844298    8.879
58.420329751    21.273606418    8.88
58.416920618    21.272364992    8.881
58.41351802    21.271125945    8.882
58.410112097    21.269885687    8.883
58.406706292    21.268645473    8.884
58.403303697    21.267406426    8.885
58.399897777    21.26616617    8.886
58.396491975    21.264925956    8.887
58.393072991    21.263680943    8.888
58.389673724    21.262443109    8.889
58.386271134    21.261204064    8.89
58.382871869    21.259966231    8.891
58.379456214    21.25872243    8.892
58.376056834    21.257484555    8.893
58.372657572    21.256246723    8.894
58.36926152    21.255010059    8.895
58.365865468    21.253773396    8.896
58.362469417    21.252536733    8.897
58.359076692    21.251301282    8.898
58.355677435    21.250063451    8.899
58.352281388    21.248826789    8.9
58.348891874    21.247592507    8.901
58.345499153    21.246357057    8.902
58.342109641    21.245122775    8.903
58.338713597    21.243886115    8.904
58.335324204    21.242651876    8.905
58.331928162    21.241415217    8.906
58.328525588    21.240176179    8.907
58.325136197    21.238941941    8.908
58.321743483    21.237706493    8.909
58.318353978    21.236472214    8.91
58.3149482    21.235232009    8.911
58.311565346    21.234000152    8.912
58.308172519    21.232764663    8.913
58.304789668    21.231532807    8.914
58.301403492    21.23029974    8.915
58.298023851    21.229069053    8.916
58.294634469    21.227834819    8.917
58.291258038    21.2266053    8.918
58.287865334    21.225369856    8.919
58.284489021    21.224140381    8.92
58.281096318    21.222904937    8.921
58.277720007    21.221675463    8.922
58.274340372    21.220444778    8.923
58.270941139    21.219206956    8.924
58.267561507    21.217976272    8.925
58.264185199    21.216746799    8.926
58.260808893    21.215517326    8.927
58.257409664    21.214279506    8.928
58.254036568    21.213051202    8.929
58.250663589    21.211822941    8.93
58.247283962    21.210592259    8.931
58.24391087    21.209363956    8.932
58.24053136    21.208133317    8.933
58.237161478    21.206906183    8.934
58.233788504    21.205677924    8.935
58.230415415    21.204449622    8.936
58.227045651    21.203222532    8.937
58.223675888    21.201995442    8.938
58.220306127    21.200768352    8.939
58.216916766    21.199534126    8.94
58.213547006    21.198307037    8.941
58.210180572    21.197081158    8.942
58.206810698    21.195854028    8.943
58.203421342    21.194619803    8.944
58.20005491    21.193393926    8.945
58.196688479    21.192168049    8.946
58.193325258    21.190943341    8.947
58.189962038    21.189718633    8.948
58.186592285    21.188491547    8.949
58.1832356    21.187269219    8.95
58.179869174    21.186043344    8.951
58.176505958    21.184818638    8.952
58.173146066    21.183595143    8.953
58.169782852    21.182370437    8.954
58.166400039    21.181138595    8.955
58.163046683    21.179917479    8.956
58.159683586    21.178692817    8.957
58.156307309    21.177463354    8.958
58.152950633    21.17624103    8.959
58.149590748    21.175017537    8.96
58.146234073    21.173795212    8.961
58.14287419    21.17257172    8.962
58.139520841    21.171350607    8.963
58.136164169    21.170128284    8.964
58.132814032    21.16890834    8.965
58.129450943    21.167683681    8.966
58.126104131    21.166464948    8.967
58.122744253    21.165241458    8.968
58.11937452    21.164014378    8.969
58.116024501    21.162794478    8.97
58.11267116    21.161573368    8.971
58.109304753    21.160347499    8.972
58.105951413    21.15912639    8.973
58.102604608    21.15790766    8.974
58.09925127    21.156686551    8.975
58.095901257    21.155466652    8.976
58.092554454    21.154247923    8.977
58.089210976    21.153030404    8.978
58.085860851    21.151810466    8.979
58.082517375    21.150592948    8.98
58.0791543    21.149368293    8.981
58.075807502    21.148149565    8.982
58.072457495    21.146929669    8.983
58.069100956    21.145707395    8.984
58.065760694    21.144491047    8.985
58.062413899    21.143272321    8.986
58.059073639    21.142055974    8.987
58.055733493    21.140839669    8.988
58.052386701    21.139620944    8.989
58.049046444    21.138404598    8.99
58.045709511    21.137189463    8.991
58.042362836    21.13597078    8.992
58.039009514    21.134749677    8.993
58.035675794    21.133535711    8.994
58.032316055    21.132312272    8.995
58.028982336    21.131098307    8.996
58.025645522    21.129883215    8.997
58.022308595    21.128668082    8.998
58.018968346    21.127451739    8.999
58.015637954    21.126238986    9
58.01230424    21.125025023    9.001
58.008964107    21.123808722    9.002
58.005617442    21.122590043    9.003
58.002287053    21.121377291    9.004
57.998937067    21.120157403    9.005
57.99560668    21.118944651    9.006
57.992282828    21.117734279    9.007
57.9889427    21.116517981    9.008
57.98561885    21.11530761    9.009
57.982288467    21.11409486    9.01
57.978967942    21.112885699    9.011
57.975640884    21.11167416    9.012
57.972290905    21.110454274    9.013
57.968967059    21.109243904    9.014
57.96563026    21.108028818    9.015
57.962299883    21.10681607    9.016
57.95897604    21.105605702    9.017
57.955655521    21.104396544    9.018
57.952335003    21.103187386    9.019
57.949014485    21.101978228    9.02
57.945674369    21.100761934    9.021
57.942353854    21.099552777    9.022
57.939016949    21.098337652    9.023
57.935696436    21.097128496    9.024
57.932428188    21.095938373    9.025
57.929189285    21.094758935    9.026
57.925911296    21.093565264    9.027
57.922626662    21.092369173    9.028
57.919322542    21.091165987    9.029
57.916011777    21.089960381    9.03
57.912710869    21.088758364    9.031
57.909432885    21.087564695    9.032
57.906135189    21.086363848    9.033
57.902834283    21.085161832    9.034
57.899540025    21.083962236    9.035
57.896229265    21.082756632    9.036
57.892915296    21.081549859    9.037
57.889624251    21.080351434    9.038
57.886310283    21.079144661    9.039
57.883035516    21.077952164    9.04
57.879724874    21.076746602    9.041
57.876417442    21.07554221    9.042
57.873113335    21.074339028    9.043
57.869802695    21.073133467    9.044
57.866531143    21.07194214    9.045
57.863217294    21.070735411    9.046
57.859903334    21.069528642    9.047
57.856612297    21.068330219    9.048
57.853308195    21.067127039    9.049
57.85000077    21.06592265    9.05
57.846716269    21.064726607    9.051
57.843399103    21.06351867    9.052
57.840095004    21.062315491    9.053
57.836810506    21.06111945    9.054
57.833512942    21.059918651    9.055
57.830192457    21.058709505    9.056
57.826911284    21.057514675    9.057
57.823594123    21.05630674    9.058
57.820299885    21.055107152    9.059
57.816966336    21.053893249    9.06
57.8136721    21.052693662    9.061
57.810341876    21.05148097    9.062
57.807044319    21.050280173    9.063
57.803743441    21.049078167    9.064
57.80047213    21.047886928    9.065
57.797194176    21.04669327    9.066
